"recipient_fec_id","recipeint_committee","amount","expended","affiliation","giving_fec_id","giving_committee","fec_file","transaction_id","form_type","purpose","memo"
"C00495846","ANN WAGNER FOR CONGRESS",1000,"2019-07-17","REP","C00479246","BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE",1372163,"B734954","SB23","CONTRIBUTION",
"C00412890","ADRIAN SMITH FOR CONGRESS",1000,"2019-07-17","REP","C00104802","DELTA AIR LINES PAC",1347934,"B529313A8C0964C9DA53","SB23","POLITICAL CONTRIBUTION",
"C00574640","ANTHONY BROWN FOR CONGRESS",1000,"2019-07-17","DEM","C00104802","DELTA AIR LINES PAC",1347934,"B5237E1AB27B04E8AA2C","SB23","POLITICAL CONTRIBUTION",
"C00458877","KINZINGER FOR CONGRESS",1000,"2019-07-17","REP","C00104802","DELTA AIR LINES PAC",1347934,"B87FF711EC5454D1B8C1","SB23","POLITICAL CONTRIBUTION",
"C00527457","FRIENDS OF DAVE JOYCE",1000,"2019-07-17","REP","C00104802","DELTA AIR LINES PAC",1347934,"B522997F28D6B4478AB0","SB23","POLITICAL CONTRIBUTION",
"C00617662","CAPTAIN HIGGINS FOR CONGRESS",1000,"2019-07-18","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1348188,"92593454B0E60552AAB","SB23","2020 PRIMARY",
"C00607556","LIZ CHENEY FOR WYOMING",1000,"2019-07-18","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1348188,"1AD6EFD722E4BACE13E","SB23","2020 PRIMARY",
"C00454694","MARCIA FUDGE FOR CONGRESS",1000,"2019-07-18","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1348188,"EBA4A505E50996FA7AA","SB23","2020 PRIMARY",
"C00495952","SCHNEIDER FOR CONGRESS",1000,"2019-07-18","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1348188,"E116003F96518554E6B","SB23","2020 PRIMARY",
"C00430991","FRIENDS FOR GREGORY MEEKS",1000,"2019-07-18","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1348188,"49C368F987DBCFF5C03","SB23","2020 PRIMARY",
"C00559393","DAN NEWHOUSE FOR CONGRESS",1000,"2019-07-18","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1348188,"0426EDC284FA3417983","SB23","2020 PRIMARY",
"C00167585","CITIZENS FOR WATERS",1000,"2019-07-18","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1348188,"BFE489D017BB84C62E6","SB23","2020 PRIMARY",
"C00140715","HOYER FOR CONGRESS",1000,"2019-07-18","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1348188,"7D2F3205214EECE92C8","SB23","2020 GENERAL",
"C00614826","KUSTOFF FOR CONGRESS",1000,"2019-07-18","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1348188,"2F37180225B50677472","SB23","2020 PRIMARY",
"C00671891","GREG STEUBE FOR CONGRESS",1000,"2019-07-18","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1348188,"8FBD789FA70E0C07093","SB23","2020 PRIMARY",
"C00475392","CHRIS COONS FOR DELAWARE",2500,"2019-07-19","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1348099,"F24E4B789F16F1F1205","SB23","2020 PRIMARY",
"C00590463","TREY FOR CONGRESS",1000,"2019-07-19","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1348099,"42177B02FB56E831F38","SB23","2020 PRIMARY",
"C00590778","LISA BLUNT ROCHESTER FOR CONGRESS",1000,"2019-07-19","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1348099,"C8CD73A537571F501EA","SB23","2020 PRIMARY",
"C00393629","MCHENRY FOR CONGRESS",5000,"2019-07-24","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735532","SB23","CONTRIBUTION",
"C00416594","JIM JORDAN FOR CONGRESS",5000,"2019-07-24","REP","C00016683","PFIZER INC PAC",1347879,"ED21627168DA0B60DF5","SB23","2020 GENERAL",
"C00200584","UPTON FOR ALL OF US",5000,"2019-07-24","REP","C00016683","PFIZER INC PAC",1347879,"EA95B125DC2AC2AF568","SB23","2020 GENERAL",
"C00226522","RICHARD E NEAL FOR CONGRESS COMMITTEE",2500,"2019-07-24","DEM","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735536","SB23","CONTRIBUTION",
"C00499947","FRIENDS OF DAN KILDEE",2500,"2019-07-24","DEM","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735535","SB23","CONTRIBUTION",
"C00438713","FRIENDS OF MARK WARNER",2500,"2019-07-24","DEM","C00016683","PFIZER INC PAC",1347879,"B0FC55F5D49A498F991","SB23","2020 GENERAL",
"C00499236","GEORGE HOLDING",2500,"2019-07-24","REP","C00016683","PFIZER INC PAC",1347879,"5FDCCF2B882A593B672","SB23","2020 PRIMARY",
"C00614776","TED BUDD FOR CONGRESS",2500,"2019-07-24","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735529","SB23","CONTRIBUTION",
"C00662601","LANCE GOODEN FOR CONGRESS COMMITTEE",2500,"2019-07-24","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735530","SB23","CONTRIBUTION",
"C00575050","LAHOOD FOR CONGRESS",2500,"2019-07-24","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735528","SB23","CONTRIBUTION",
"C00576173","KANSANS FOR MARSHALL",2500,"2019-07-24","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735539","SB23","CONTRIBUTION",
"C00495846","ANN WAGNER FOR CONGRESS",2500,"2019-07-24","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735541","SB23","CONTRIBUTION",
"C00654079","ANTHONY GONZALEZ FOR CONGRESS",2500,"2019-07-24","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735534","SB23","CONTRIBUTION",
"C00652743","JOHN ROSE FOR TENNESSEE",2000,"2019-07-24","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735540","SB23","CONTRIBUTION",
"C00500421","BONAMICI FOR CONGRESS",2000,"2019-07-24","DEM","C00016683","PFIZER INC PAC",1347879,"CE6A3724F56C7C5C164","SB23","2020 PRIMARY",
"C00592154","JIMMY PANETTA FOR CONGRESS 2016",1000,"2019-07-24","DEM","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735537","SB23","CONTRIBUTION",
"C00547893","ELISE FOR CONGRESS",1000,"2019-07-24","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735527","SB23","CONTRIBUTION",
"C00677286","STEIL FOR WISCONSIN INC",1000,"2019-07-24","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735542","SB23","CONTRIBUTION",
"C00497818","WENSTRUP FOR CONGRESS",1000,"2019-07-24","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735538","SB23","CONTRIBUTION",
"C00491357","DAINES",1000,"2019-07-24","REP","C00016683","PFIZER INC PAC",1347879,"E8E0BB1797F59F271FD","SB23","2020 PRIMARY",
"C00326363","MIKE THOMPSON FOR CONGRESS",1000,"2019-07-24","DEM","C00016683","PFIZER INC PAC",1347879,"244A619DEFC7817F87D","SB23","2020 PRIMARY",
"C00454694","MARCIA FUDGE FOR CONGRESS",1000,"2019-07-24","DEM","C00016683","PFIZER INC PAC",1347879,"2E50327AE48B8DF81E6","SB23","2020 PRIMARY",
"C00590778","LISA BLUNT ROCHESTER FOR CONGRESS",1000,"2019-07-24","DEM","C00016683","PFIZER INC PAC",1347879,"4E55CE04CD862BE11C4","SB23","2020 PRIMARY",
"C00558437","BONNIE WATSON COLEMAN",1000,"2019-07-24","DEM","C00016683","PFIZER INC PAC",1347879,"A4DAEA86049232BA6E4","SB23","2020 PRIMARY",
"C00680488","FRIENDS OF DENVER RIGGLEMAN INC",500,"2019-07-24","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1348081,"B735531","SB23","CONTRIBUTION",
"C00140715","HOYER FOR CONGRESS",1000,"2019-07-25","DEM","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1347885,"BD9B3EA5A9427689078","SB23","2020 PRIMARY",
"C00140715","HOYER FOR CONGRESS",1000,"2019-07-25","DEM","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1347885,"8872193089C5C368F42","SB23","2020 PRIMARY",
"C00148999","FRIENDS OF DICK DURBIN",1000,"2019-07-25","DEM","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1347885,"829796C01BFDCF72A61","SB23","2020 PRIMARY",
"C00238907","THE REED COMMITTEE",1000,"2019-07-25","DEM","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1347885,"7C900B3E6B1E29E8056","SB23","2020 GENERAL",
"C00540732","SCHATZ FOR SENATE",1000,"2019-07-25","DEM","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1347885,"9892BACA17648367BEE","SB23","2022 PRIMARY",
"C00495846","ANN WAGNER FOR CONGRESS",5000,"2019-07-26","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"4227231B6C8F72CEA6C","SB23","2020 PRIMARY",
"C00495846","ANN WAGNER FOR CONGRESS",5000,"2019-07-26","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"CD46A3A0BCA03961D78","SB23","2020 GENERAL",
"C00376939","MARSHA FOR SENATE",4000,"2019-07-26","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"C23EB21AF3D6A2FC56A","SB23","2024 PRIMARY",
"C00333427","GREGORY WALDEN",3500,"2019-07-26","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"D2E54E5847B54FF236A","SB23","2020 PRIMARY",
"C00446906","KURT SCHRADER FOR CONGRESS",2500,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"50DE8B9A57DDF79A86E","SB23","2020 PRIMARY",
"C00431056","BOB CASEY FOR SENATE INC",2500,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"12AD6BD40C0C0D13DFC","SB23","2024 PRIMARY",
"C00637074","FINKENAUER FOR CONGRESS",2500,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"A07FC937098A20F5487","SB23","2020 PRIMARY",
"C00577353","BARRAGN FOR CONGRESS",2500,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"7B4881EE9106FC19619","SB23","2020 PRIMARY",
"C00498873","TONY CARDENAS FOR CONGRESS",2500,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"B570FDD7263514B8A52","SB23","2020 PRIMARY",
"C00663781","TINA SMITH FOR MINNESOTA",2500,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"7EE03F4F1D0C60F8C01","SB23","2020 GENERAL",
"C00498345","MULLIN FOR CONGRESS",2500,"2019-07-26","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"669DC38F40ACBC513BE","SB23","2020 PRIMARY",
"C00372532","MICHAEL BURGESS FOR CONGRESS",2500,"2019-07-26","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"041D5C509E756E7316B","SB23","2020 PRIMARY",
"C00462861","KUSTER FOR CONGRESS INC",2500,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"6679480A09FCA7B6424","SB23","2020 PRIMARY",
"C00607200","SUOZZI FOR CONGRESS",2500,"2019-07-26","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1348099,"21E9C85ED9897D4B5DA","SB23","2020 PRIMARY",
"C00657833","GUY FOR CONGRESS",2500,"2019-07-26","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"B9B20510727BACF158F","SB23","2020 PRIMARY",
"C00475392","CHRIS COONS FOR DELAWARE",2500,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"13573B8FFD9A26E9DEF","SB23","2020 PRIMARY",
"C00543363","CITIZENS FOR BOYLE",2500,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"5C2FDEF36DCD9BD5845","SB23","2020 PRIMARY",
"C00543363","CITIZENS FOR BOYLE",2500,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"6E1E4A1958AEA4D9DC9","SB23","2020 GENERAL",
"C00591065","DWIGHT EVANS FOR CONGRESS",1500,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"2D03BDB846522BA7E4D","SB23","2020 PRIMARY",
"C00459099","DELBENE FOR CONGRESS",1000,"2019-07-26","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1348099,"D2C52D756B6202A349F","SB23","2020 PRIMARY",
"C00606939","ROSEN FOR NEVADA",1000,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"B1CECFA9E44E046A945","SB23","2024 PRIMARY",
"C00289603","LOFGREN FOR CONGRESS",1000,"2019-07-26","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1348099,"8FF12C127D9C93DA413","SB23","2020 PRIMARY",
"C00677286","STEIL FOR WISCONSIN INC",1000,"2019-07-26","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1348099,"9997D4E00AEACA5B648","SB23","2020 PRIMARY",
"C00581090","FRIENDS OF PAUL MITCHELL",1000,"2019-07-26","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"03B4C47685C05990264","SB23","2020 PRIMARY",
"C00506048","TOM RICE FOR CONGRESS",1000,"2019-07-26","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"41DFE8E6BE65D18AE72","SB23","2020 PRIMARY",
"C00591065","DWIGHT EVANS FOR CONGRESS",1000,"2019-07-26","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"37556FD5A07324813DE","SB23","2020 GENERAL",
"C00574889","TAMMY FOR ILLINOIS",1000,"2019-07-29","DEM","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1347885,"A419694A01A4A3CBEE9","SB23","2022 GENERAL",
"C00464602","VICKY HARTZLER FOR CONGRESS",1000,"2019-07-29","REP","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1347885,"E820C947A9A8AE876EC","SB23","2020 PRIMARY",
"C00521948","RODNEY FOR CONGRESS",1000,"2019-07-29","REP","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1347885,"CDE3141A0CDA8507B00","SB23","2020 PRIMARY",
"C00504522","HUDSON FOR CONGRESS",2500,"2019-07-30","REP","C00039321","PEPSICO INC CONCERNED CITIZENS FUND",1348391,"BC13F090D49324A72951","SB23","POLITICAL CONTRIBUTION",
"C00561530","MOOLENAAR FOR CONGRESS",5000,"2019-08-01","REP","C00104802","DELTA AIR LINES PAC",1352784,"B0C2997A9BB5344718C0","SB23","POLITICAL CONTRIBUTION",
"C00512970","KENNEDY FOR MASSACHUSETTS",3000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"DB23AD31554410C3746","SB23","2020 PRIMARY",
"C00334706","NAPOLITANO FOR CONGRESS",2500,"2019-08-01","DEM","C00104802","DELTA AIR LINES PAC",1352784,"BAFA628217C754A45977","SB23","POLITICAL CONTRIBUTION",
"C00555813","KATHLEEN RICE FOR CONGRESS",2500,"2019-08-01","DEM","C00104802","DELTA AIR LINES PAC",1352784,"B55841A9DE5C545F9BDB","SB23","POLITICAL CONTRIBUTION",
"C00543967","BUDDY CARTER FOR CONGRESS",2500,"2019-08-01","REP","C00104802","DELTA AIR LINES PAC",1352784,"B5BDCD42C795E44EB963","SB23","POLITICAL CONTRIBUTION",
"C00354688","MCCOLLUM FOR CONGRESS",2500,"2019-08-01","DEM","C00104802","DELTA AIR LINES PAC",1352784,"B7A50C2FF11C44C18A2D","SB23","POLITICAL CONTRIBUTION",
"C00540302","TIM SCOTT FOR SENATE",2500,"2019-08-01","REP","C00104802","DELTA AIR LINES PAC",1352784,"BE259147DDFFF4A3384A","SB23","POLITICAL CONTRIBUTION",
"C00266940","SANFORD BISHOP FOR CONGRESS",1000,"2019-08-01","DEM","C00039321","PEPSICO INC CONCERNED CITIZENS FUND",1352062,"B913C2D3455104B7686A","SB23","POLITICAL CONTRIBUTION",
"C00376665","COOPER FOR CONGRESS COMMITTEE",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"1C7DBE1C61E40708813","SB23","2020 PRIMARY",
"C00314575","COLLINS FOR SENATOR",1000,"2019-08-01","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"A8A7A12C5AC6C6D5AF3","SB23","2020 GENERAL",
"C00637371","CHRISSY HOULAHAN FOR CONGRESS",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"DC3D92EDAE4E6D33061","SB23","2020 PRIMARY",
"C00390476","CATHY MCMORRIS",1000,"2019-08-01","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"6C2AD9C6DCD47D1E6A5","SB23","2020 PRIMARY",
"C00468579","JACKIE WALORSKI",1000,"2019-08-01","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"62848736229EA822C33","SB23","2020 PRIMARY",
"C00412890","ADRIAN SMITH FOR CONGRESS",1000,"2019-08-01","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"3A2854C5CD242FF4148","SB23","2020 PRIMARY",
"C00238907","THE REED COMMITTEE",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"E699864038FDD6BAFC0","SB23","2020 PRIMARY",
"C00599464","SMUCKER FOR CONGRESS",1000,"2019-08-01","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"F03C817DC8758053004","SB23","2020 PRIMARY",
"C00495952","SCHNEIDER FOR CONGRESS",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"015EA5934A99EDDE06A","SB23","2020 PRIMARY",
"C00450049","PAUL TONKO FOR CONGRESS",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"03C58446693B5636CE0","SB23","2020 PRIMARY",
"C00660795","DAN CRENSHAW FOR CONGRESS",1000,"2019-08-01","REP","C00104802","DELTA AIR LINES PAC",1352784,"B03B59960FECF4F8EA6E","SB23","POLITICAL CONTRIBUTION",
"C00310318","CUMMINGS FOR CONGRESS CAMPAIGN COMMITTEE",1000,"2019-08-01","DEM","C00104802","DELTA AIR LINES PAC",1352784,"BA3650CA2FF554DB6B72","SB23","POLITICAL CONTRIBUTION",
"C00506832","MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"2A01311A397E4437F89","SB23","2020 PRIMARY",
"C00541888","KATHERINE CLARK FOR CONGRESS",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"17150DC780F5A56F9B5","SB23","2020 PRIMARY",
"C00546788","JONI FOR IOWA",1000,"2019-08-01","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"9A000A25DB6D9322E87","SB23","2020 PRIMARY",
"C00476820","JOHNSON FOR CONGRESS",1000,"2019-08-01","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"814CF6E04B9BA441039","SB23","2020 PRIMARY",
"C00346312","FRIENDS OF SCHUMER",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"F2ED839686BB254F2CD","SB23","2022 PRIMARY",
"C00575092","FRIENDS OF RAJA FOR CONGRESS",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"9D699D27B1825BB4733","SB23","2020 PRIMARY",
"C00498568","FRIENDS OF CHERI BUSTOS",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"41349516A821091AC76","SB23","2020 PRIMARY",
"C00410761","CASTOR FOR CONGRESS",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"46DCB886EB3A5959EBE","SB23","2020 PRIMARY",
"C00311639","DIANA DEGETTE FOR CONGRESS INC",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"E4EED0843C43C77A9EB","SB23","2020 PRIMARY",
"C00459099","DELBENE FOR CONGRESS",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"2133D4F8D4698EFB053","SB23","2020 PRIMARY",
"C00461061","BERA FOR CONGRESS",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"7D2C98F7E022FAA136B","SB23","2020 PRIMARY",
"C00657304","STANTON FOR CONGRESS",1000,"2019-08-01","DEM","C00104802","DELTA AIR LINES PAC",1352784,"BDE4A163A6D3E425E8EA","SB23","POLITICAL CONTRIBUTION",
"C00507368","BEATTY FOR CONGRESS",1000,"2019-08-01","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"B999E15BCB77AC12E6C","SB23","2020 PRIMARY",
"C00670547","ARMSTRONG FOR CONGRESS",1000,"2019-08-01","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1352303,"CBF0BE47F90023C7878","SB23","2020 PRIMARY",
"C00474189","MIKE KELLY FOR CONGRESS",2500,"2019-08-08","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"D197F6D9DDC14A22D2B","SB23","2020 PRIMARY",
"C00577353","BARRAGN FOR CONGRESS",2500,"2019-08-08","DEM","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"0041AE9F359D3D54DAA","SB23","2020 PRIMARY",
"C00577999","JIM BANKS FOR CONGRESS INC",2500,"2019-08-08","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"AC6FE51490E10F0C6D8","SB23","2020 PRIMARY",
"C00575050","LAHOOD FOR CONGRESS",2000,"2019-08-08","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"4759BFC35A38C0ED0DE","SB23","2020 PRIMARY",
"C00401190","BUTTERFIELD FOR CONGRESS",1500,"2019-08-08","DEM","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"CCEFEC05D8437D7F755","SB23","2020 PRIMARY",
"C00640003","MIKIE SHERRILL FOR CONGRESS",1000,"2019-08-08","DEM","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"F957ECF09CF99E2B380","SB23","2020 PRIMARY",
"C00573949","JOSH GOTTHEIMER FOR CONGRESS",1000,"2019-08-08","DEM","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"45227BAE031095745F6","SB23","2020 PRIMARY",
"C00372532","MICHAEL BURGESS FOR CONGRESS",1000,"2019-08-08","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"E816E44B46AE69AB7F9","SB23","2020 GENERAL",
"C00508804","SINEMA FOR ARIZONA",1000,"2019-08-08","DEM","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"94EEA66BBCD3D2B2311","SB23","2024 PRIMARY",
"C00502039","COLLINS FOR CONGRESS",1000,"2019-08-08","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"A70E83AC8BA6469B2C9","SB23","2020 PRIMARY",
"C00606939","ROSEN FOR NEVADA",1000,"2019-08-08","DEM","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"F0E22060C58879DCB0B","SB23","2024 PRIMARY",
"C00472704","JAIME FOR CONGRESS",1000,"2019-08-08","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"EE99C3E660FCDD06A95","SB23","2020 PRIMARY",
"C00458976","TERRI SEWELL FOR CONGRESS",1000,"2019-08-08","DEM","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1374836,"A468FD4879348D59C45","SB23","2020 PRIMARY",
"C00466516","GIBBS FOR CONGRESS",500,"2019-08-13","REP","C00039321","PEPSICO INC CONCERNED CITIZENS FUND",1352062,"B9A82209323CD4CCA996","SB23","POLITICAL CONTRIBUTION",
"C00440362","JIM RISCH FOR US SENATE COMMITTEE",2500,"2019-08-16","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1352714,"1FC68620E82EDF25779","SB23","2020 PRIMARY",
"C00213512","NANCY PELOSI FOR CONGRESS",2500,"2019-08-16","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"64E7A1D820468116F54","SB23","2020 PRIMARY",
"C00359034","GRAVES FOR CONGRESS",2500,"2019-08-16","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"AB024D6EEEDBD3498EF","SB23","2020 PRIMARY",
"C00140715","HOYER FOR CONGRESS",2500,"2019-08-16","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"EBD9D784F2C1D0779E1","SB23","2020 PRIMARY",
"C00326363","MIKE THOMPSON FOR CONGRESS",2500,"2019-08-16","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"814AE567361997F128C","SB23","2020 PRIMARY",
"C00495952","SCHNEIDER FOR CONGRESS",1500,"2019-08-16","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1372374,"CFA16EC41475A1454B2","SB23","2020 PRIMARY",
